2020-06-10 12:34:50.379,-53,1,-57,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:50.735,-53,1,-57,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:50.813,-53,1,-57,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:50.830,-53,1,-57,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:51.081,-52,1,-56,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:51.343,-54,1,-58,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:51.608,-52,1,-56,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:51.867,-54,1,-58,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:52.125,-55,1,-59,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:52.389,-51,1,-55,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:52.647,-51,1,-55,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:52.907,-51,1,-55,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:53.162,-54,1,-58,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:53.454,-55,1,-59,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:53.689,-44,1,-48,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:34:53.957,-43,1,-47,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:38:34.810,-49,1,-53,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:38:35.338,-49,1,-53,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:38:35.607,-50,1,-54,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:38:35.861,-50,1,-54,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:38:36.134,-50,1,-54,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:38:36.406,-50,1,-54,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:38:36.661,-50,1,-54,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:38:36.905,-49,1,-53,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:38:37.168,-49,1,-53,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:38:37.443,-49,1,-53,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:38:37.692,-83,1,-87,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:38:37.955,-49,1,-53,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:38:38.214,-49,1,-53,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:38:38.459,-50,1,-54,dev,55:B3:11:57:F7:C9,C47DB6406EC16B95F16EFC6013CCCED8
2020-06-10 12:43:05.881,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:43:06.151,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:43:06.420,-59,1,-63,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:43:06.676,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:43:06.953,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:43:07.220,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:43:07.469,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:43:07.729,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:43:07.995,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:43:08.251,-59,1,-63,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:43:08.494,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:43:08.766,-59,1,-63,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:43:09.024,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:43:09.288,-59,1,-63,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:43:09.552,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:47:37.095,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:47:37.357,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:47:37.619,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:47:37.882,-58,1,-62,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:47:38.142,-58,1,-62,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:47:38.405,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:47:38.666,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:47:38.923,-58,1,-62,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:47:39.186,-58,1,-62,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:47:39.448,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:47:39.722,-58,1,-62,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:47:39.987,-58,1,-62,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:47:40.238,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:47:40.487,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:03.867,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:04.156,-58,1,-62,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:04.400,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:04.658,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:04.932,-58,1,-62,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:05.192,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:05.461,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:05.731,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:05.984,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:06.230,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:06.506,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:06.760,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:07.025,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:07.287,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:07.541,-59,1,-63,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:52:07.805,-58,1,-62,dev,7A:D9:19:D1:51:6A,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:56:12.876,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:56:13.136,-59,1,-63,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:56:13.398,-59,1,-63,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:56:13.659,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:56:13.919,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:56:14.197,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:56:14.450,-58,1,-62,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:56:14.727,-59,1,-63,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:56:14.989,-59,1,-63,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:56:15.517,-59,1,-63,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:56:15.778,-59,1,-63,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:56:16.040,-59,1,-63,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:56:16.304,-59,1,-63,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 12:56:16.558,-59,1,-63,dev,71:F9:41:7D:AF:EF,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:00:35.053,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:00:35.318,-58,1,-62,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:00:35.571,-58,1,-62,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:00:35.833,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:00:36.112,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:00:36.370,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:00:36.633,-58,1,-62,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:00:36.894,-58,1,-62,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:00:37.166,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:00:37.418,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:00:37.663,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:00:37.918,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:00:38.448,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:00:38.705,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:04:58.871,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:04:59.393,-60,1,-64,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:04:59.659,-60,1,-64,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:04:59.916,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:05:00.178,-60,1,-64,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:05:00.462,-60,1,-64,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:05:00.710,-60,1,-64,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:05:00.980,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:05:01.226,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:05:01.503,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:05:01.762,-60,1,-64,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:05:02.028,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:05:02.267,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:05:02.544,-59,1,-63,dev,79:17:D1:35:C4:F9,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:09:44.053,-60,1,-64,dev,77:F0:F3:0F:2D:E7,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:09:44.311,-60,1,-64,dev,77:F0:F3:0F:2D:E7,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:09:44.846,-60,1,-64,dev,77:F0:F3:0F:2D:E7,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:09:45.115,-60,1,-64,dev,77:F0:F3:0F:2D:E7,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:09:45.370,-60,1,-64,dev,77:F0:F3:0F:2D:E7,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:09:45.624,-60,1,-64,dev,77:F0:F3:0F:2D:E7,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:09:45.886,-60,1,-64,dev,77:F0:F3:0F:2D:E7,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:09:46.140,-60,1,-64,dev,77:F0:F3:0F:2D:E7,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:09:46.408,-60,1,-64,dev,77:F0:F3:0F:2D:E7,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:09:46.651,-60,1,-64,dev,77:F0:F3:0F:2D:E7,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:09:46.924,-60,1,-64,dev,77:F0:F3:0F:2D:E7,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:09:47.188,-60,1,-64,dev,77:F0:F3:0F:2D:E7,2F574467239B00E09CE129307FBACDE8
2020-06-10 13:09:47.449,-60,1,-64,dev,77:F0:F3:0F:2D:E7,2F574467239B00E09CE129307FBACDE8
